"eventname","userid","timecreated"
"\core\event\course_viewed","1010","1722448494"
"\core\event\course_viewed","1010","1722448495"
"\core\event\course_viewed","1010","1722448501"
"\mod_workshop\event\course_module_viewed","1010","1722448508"
"\core\event\course_viewed","1010","1722448510"
"\core\event\course_viewed","1010","1722448511"
"\core\event\course_viewed","1010","1722448512"
"\core\event\course_viewed","1010","1722448513"
"\mod_resource\event\course_module_viewed","1010","1722448536"
"\core\event\course_viewed","1010","1722448583"
"\core\event\course_viewed","1010","1722448587"
"\core\event\course_viewed","1010","1722448591"
"\core\event\course_viewed","1010","1722448594"
"\core\event\course_viewed","1010","1722448595"
"\mod_resource\event\course_module_viewed","1010","1722448601"
"\core\event\course_viewed","1010","1722451115"
"\core\event\course_viewed","1010","1722451117"
"\core\event\course_viewed","1010","1722451139"
"\mod_workshop\event\course_module_viewed","1010","1722451143"
"\core\event\course_viewed","1010","1722451148"
"\mod_quiz\event\course_module_viewed","1010","1722451149"
"\core\event\course_viewed","1010","1722451152"
"\core\event\course_viewed","1010","1722451154"
"\mod_quiz\event\course_module_viewed","1010","1722451176"
"\core\event\course_viewed","1010","1722451188"
"\core\event\course_viewed","1010","1722451190"
"\mod_workshop\event\course_module_viewed","1010","1722451194"
"\mod_workshop\event\submission_viewed","1010","1722451207"
"\mod_workshop\event\submission_updated","1010","1722451208"
"\mod_workshop\event\assessable_uploaded","1010","1722451209"
"\mod_workshop\event\submission_viewed","1010","1722451210"
"\core\event\course_viewed","1010","1722451355"
"\core\event\course_viewed","1010","1722451505"
"\core\event\course_viewed","1010","1722451509"
"\mod_resource\event\course_module_viewed","1010","1722451510"
"\core\event\course_viewed","1010","1722451511"
"\mod_quiz\event\attempt_updated","1010","1722451521"
"\core\event\course_viewed","1010","1722491845"
"\mod_workshop\event\course_module_viewed","1010","1722491852"
"\core\event\course_viewed","1010","1722491856"
"\core\event\course_viewed","1010","1722491857"
"\core\event\course_viewed","1010","1722491873"
"\core\event\course_viewed","1010","1722491874"
"\core\event\course_viewed","1010","1722491912"
"\core\event\course_viewed","1010","1722491913"
"\core\event\course_viewed","1010","1722491915"
"\core\event\course_viewed","1010","1722491934"
"\core\event\course_viewed","1010","1722494661"
"\mod_resource\event\course_module_viewed","1010","1722495844"
"\core\event\course_viewed","1010","1722495848"
"\core\event\course_viewed","1010","1722495850"
"\core\event\course_viewed","1010","1722495853"
"\core\event\course_viewed","1010","1722495855"
"\core\event\course_viewed","1010","1722495862"
"\core\event\course_viewed","1010","1722495867"
"\core\event\course_viewed","1010","1722495868"
"\core\event\course_viewed","1010","1722495871"
"\mod_resource\event\course_module_viewed","1010","1722495873"
"\mod_resource\event\course_module_viewed","1010","1722495875"
"\core\event\course_viewed","1010","1722496044"
"\core\event\course_viewed","1010","1722496057"
"\mod_workshop\event\course_module_viewed","1010","1722496062"
"\mod_workshop\event\submission_viewed","1010","1722496767"
"\mod_workshop\event\assessable_uploaded","1010","1722496768"
"\mod_workshop\event\submission_updated","1010","1722496769"
"\mod_workshop\event\submission_created","1010","1722496774"
"\mod_workshop\event\submission_updated","1010","1722496784"
"\mod_workshop\event\submission_created","1010","1722496788"
"\mod_workshop\event\submission_viewed","1010","1722496789"
"\mod_workshop\event\submission_viewed","1010","1722496792"
"\mod_workshop\event\submission_viewed","1010","1722496795"
"\core\event\course_viewed","1010","1722496795"
"\core\event\course_viewed","1010","1722496810"
"\core\event\course_viewed","1010","1722790062"
"\core\event\course_viewed","1010","1722790067"
"\core\event\course_viewed","1010","1722790069"
"\core\event\course_viewed","1010","1722790208"
"\mod_resource\event\course_module_viewed","1010","1722790209"
"\core\event\course_viewed","1010","1722790212"
"\core\event\course_viewed","1010","1722790215"
"\core\event\course_viewed","1010","1722790217"
"\core\event\course_viewed","1010","1722889923"
"\mod_workshop\event\course_module_viewed","1010","1722889927"
"\mod_workshop\event\submission_created","1010","1722890072"
"\mod_workshop\event\assessable_uploaded","1010","1722890074"
"\core\event\course_viewed","1010","1722890095"
"\mod_resource\event\course_module_viewed","1010","1722890104"
"\mod_resource\event\course_module_viewed","1010","1722890110"
"\core\event\course_viewed","1010","1722890112"
"\core\event\course_viewed","1010","1722890118"
"\core\event\course_viewed","1010","1722890119"
"\core\event\course_viewed","1010","1722890121"
"\core\event\course_viewed","1010","1722890152"
"\mod_resource\event\course_module_viewed","1010","1722890156"
"\mod_resource\event\course_module_viewed","1010","1722890157"
"\core\event\course_viewed","1010","1722890967"
"\mod_workshop\event\course_module_viewed","1010","1722890968"
"\core\event\course_viewed","1010","1722890970"
"\mod_quiz\event\course_module_viewed","1010","1722890977"
"\core\event\course_viewed","1010","1722890984"
"\mod_resource\event\course_module_viewed","1010","1722890988"
"\core\event\course_viewed","1010","1722890991"
"\core\event\course_viewed","1010","1722890993"
"\core\event\course_viewed","1010","1722890995"
"\core\event\course_viewed","1010","1722890997"
"\core\event\course_viewed","1010","1722890998"
"\core\event\course_viewed","1010","1722891002"
"\core\event\course_viewed","1010","1722891004"
"\core\event\course_viewed","1010","1722891006"
"\core\event\course_viewed","1010","1722891013"
"\mod_workshop\event\course_module_viewed","1010","1722891024"
"\core\event\course_viewed","1010","1722891310"
"\mod_resource\event\course_module_viewed","1010","1722891311"
"\core\event\course_viewed","1010","1722891318"
"\core\event\course_viewed","1010","1722891320"
"\core\event\course_viewed","1010","1722891325"
"\core\event\course_viewed","1010","1723067349"
"\mod_workshop\event\course_module_viewed","1010","1723067355"
"\mod_workshop\event\submission_viewed","1010","1723068271"
"\core\event\course_viewed","1010","1723068272"
"\mod_workshop\event\course_module_viewed","1010","1723068273"
"\core\event\course_viewed","1010","1723068276"
"\core\event\course_viewed","1010","1723068278"
"\core\event\course_viewed","1010","1723068281"
"\core\event\course_viewed","1010","1723068282"
"\core\event\course_viewed","1010","1723068289"
"\mod_workshop\event\course_module_viewed","1010","1723068293"
"\mod_workshop\event\submission_reassessed","1010","1723068306"
"\core\event\course_viewed","1010","1723068309"
"\core\event\course_viewed","1010","1723068311"
"\mod_resource\event\course_module_viewed","1010","1723068328"
"\core\event\course_viewed","1010","1723075091"
"\core\event\course_viewed","1010","1723075102"
"\mod_resource\event\course_module_viewed","1010","1723075106"
"\mod_resource\event\course_module_viewed","1010","1723075114"
"\core\event\course_viewed","1010","1723075137"
"\core\event\course_viewed","1010","1723075139"
"\mod_workshop\event\course_module_viewed","1010","1723075275"
"\mod_workshop\event\submission_assessed","1010","1723075464"
"\mod_workshop\event\course_module_viewed","1010","1723075465"
"\mod_workshop\event\submission_reassessed","1010","1723075468"
"\core\event\course_viewed","1010","1723101617"
"\gradereport_user\event\grade_report_viewed","1010","1723101619"
"\core\event\course_viewed","1010","1723101641"
"\mod_resource\event\course_module_viewed","1010","1723101643"
"\gradereport_user\event\grade_report_viewed","1010","1723101720"
"\core\event\course_viewed","1010","1723101736"
"\mod_url\event\course_module_viewed","1010","1723101737"
"\mod_workshop\event\assessable_uploaded","1010","1723102267"
"\mod_workshop\event\submission_viewed","1010","1723102268"
"\mod_workshop\event\assessable_uploaded","1010","1723102269"
"\mod_workshop\event\submission_created","1010","1723102359"
"\mod_workshop\event\submission_viewed","1010","1723102363"
"\mod_workshop\event\assessable_uploaded","1010","1723102364"
"\mod_workshop\event\submission_viewed","1010","1723102365"
"\mod_workshop\event\course_module_viewed","1010","1723102366"
"\core\event\course_viewed","1010","1723102367"
"\core\event\course_viewed","1010","1723103366"
"\gradereport_user\event\grade_report_viewed","1010","1723182204"
"\core\event\course_viewed","1010","1723182260"
"\core\event\course_viewed","1010","1723182261"
"\core\event\course_viewed","1010","1723182266"
"\core\event\course_viewed","1010","1723182271"
"\core\event\course_viewed","1010","1723182271"
"\core\event\course_viewed","1010","1723182273"
"\core\event\course_viewed","1010","1723215651"
"\mod_workshop\event\course_module_viewed","1010","1723215739"
"\mod_workshop\event\submission_updated","1010","1723215752"
"\mod_workshop\event\submission_viewed","1010","1723215753"
"\mod_workshop\event\submission_viewed","1010","1723215910"
"\mod_workshop\event\submission_viewed","1010","1723215913"
"\core\event\course_viewed","1010","1723215991"
"\gradereport_user\event\grade_report_viewed","1010","1723215994"
"\core\event\course_viewed","1010","1723215995"
"\mod_workshop\event\course_module_viewed","1010","1723215997"
"\core\event\course_viewed","1010","1723217643"
"\mod_workshop\event\course_module_viewed","1010","1723217645"
"\core\event\course_viewed","1010","1723217646"
"\mod_resource\event\course_module_viewed","1010","1723217655"
"\core\event\course_viewed","1010","1723218359"
"\mod_resource\event\course_module_viewed","1010","1723220260"
"\core\event\course_viewed","1010","1723220519"
"\core\event\course_viewed","1010","1723220520"
"\core\event\course_viewed","1010","1723220522"
"\core\event\course_viewed","1010","1723220524"
"\core\event\course_viewed","1010","1723220530"
"\mod_workshop\event\course_module_viewed","1010","1723220530"
"\mod_workshop\event\course_module_viewed","1010","1723220532"
"\mod_workshop\event\course_module_viewed","1010","1723221268"
"\mod_workshop\event\course_module_viewed","1010","1723221269"
"\core\event\course_viewed","1010","1723221300"
"\mod_resource\event\course_module_viewed","1010","1723221361"
"\core\event\course_viewed","1010","1723222398"
"\gradereport_user\event\grade_report_viewed","1010","1723222436"
"\core\event\course_viewed","1010","1723222472"
"\mod_workshop\event\course_module_viewed","1010","1723222475"
"\core\event\course_viewed","1010","1723222483"
"\core\event\course_viewed","1010","1723222486"
"\mod_forum\event\discussion_viewed","1010","1723222487"
"\mod_forum\event\discussion_viewed","1010","1723222518"
"\mod_forum\event\discussion_viewed","1010","1723222520"
"\core\event\course_viewed","1010","1723244204"
"\core\event\course_viewed","1010","1723244206"
"\mod_resource\event\course_module_viewed","1010","1723246514"
"\mod_resource\event\course_module_viewed","1010","1723247335"
"\core\event\course_viewed","1010","1723247336"
"\mod_workshop\event\course_module_viewed","1010","1723247341"
"\core\event\course_viewed","1010","1723247368"
"\mod_resource\event\course_module_viewed","1010","1723247370"
"\core\event\course_viewed","1010","1723247378"
"\mod_scheduler\event\booking_form_viewed","1010","1723247379"
"\core\event\course_viewed","1010","1723247380"
"\core\event\course_viewed","1010","1723249794"
"\mod_resource\event\course_module_viewed","1010","1723249797"
"\core\event\course_viewed","1010","1723249950"
"\mod_resource\event\course_module_viewed","1010","1723249953"
"\core\event\course_viewed","1010","1723249959"
"\mod_resource\event\course_module_viewed","1010","1723249972"
"\core\event\course_viewed","1010","1723249980"
"\core\event\course_viewed","1010","1723255592"
"\core\event\course_viewed","1010","1723255595"
"\core\event\course_viewed","1010","1723255597"
"\core\event\course_viewed","1010","1723255598"
"\mod_url\event\course_module_viewed","1010","1723257831"
"\core\event\course_viewed","1010","1723257856"
"\core\event\course_viewed","1010","1723257863"
"\core\event\course_viewed","1010","1723257880"
"\core\event\course_viewed","1010","1723257883"
"\core\event\course_viewed","1010","1723257886"
"\core\event\course_viewed","1010","1723355365"
"\core\event\course_viewed","1010","1723355367"
"\core\event\course_viewed","1010","1723355443"
"\core\event\course_viewed","1010","1723355452"
"\mod_scheduler\event\booking_form_viewed","1010","1723355453"
"\core\event\course_viewed","1010","1723357419"
"\mod_quiz\event\attempt_updated","1010","1723357431"
"\mod_quiz\event\attempt_viewed","1010","1723357432"
"\mod_quiz\event\attempt_updated","1010","1723357434"
"\mod_quiz\event\attempt_viewed","1010","1723357462"
"\core\event\course_viewed","1010","1723519015"
"\core\event\course_viewed","1010","1723519018"
"\mod_workshop\event\course_module_viewed","1010","1723519020"
"\core\event\course_viewed","1010","1723519028"
"\mod_workshop\event\course_module_viewed","1010","1723519032"
"\core\event\course_viewed","1010","1723519035"
"\mod_resource\event\course_module_viewed","1010","1723519039"
"\core\event\course_viewed","1010","1723519180"
"\gradereport_user\event\grade_report_viewed","1010","1723519182"
"\core\event\course_viewed","1010","1723519204"
"\core\event\course_viewed","1010","1723519205"
"\mod_resource\event\course_module_viewed","1010","1723519414"
"\core\event\course_viewed","1010","1723521724"
"\core\event\course_viewed","1010","1723521725"
"\core\event\course_viewed","1010","1723626672"
"\mod_workshop\event\course_module_viewed","1010","1723626676"
"\core\event\course_viewed","1010","1723626678"
"\core\event\course_viewed","1010","1723626686"
"\core\event\course_viewed","1010","1723626707"
"\core\event\course_viewed","1010","1723626710"
"\mod_url\event\course_module_viewed","1010","1723626716"
"\core\event\course_viewed","1010","1723626721"
"\core\event\course_viewed","1010","1723626722"
"\mod_resource\event\course_module_viewed","1010","1723626724"
"\mod_quiz\event\course_module_viewed","1010","1723626727"
"\core\event\course_viewed","1010","1723626729"
"\gradereport_user\event\grade_report_viewed","1010","1723626731"
"\gradereport_user\event\grade_report_viewed","1010","1723628586"
"\core\event\course_viewed","1010","1723629298"
"\core\event\course_viewed","1010","1723629305"
"\core\event\course_viewed","1010","1723629306"
"\core\event\course_viewed","1010","1723629307"
"\core\event\course_viewed","1010","1723629308"
"\core\event\course_viewed","1010","1723629309"
"\core\event\course_viewed","1010","1723629312"
"\core\event\course_viewed","1010","1723629314"
"\core\event\course_viewed","1010","1723629319"
"\core\event\course_viewed","1010","1723629320"
"\mod_resource\event\course_module_viewed","1010","1723629333"
"\core\event\course_viewed","1010","1723629347"
"\mod_workshop\event\course_module_viewed","1010","1723629349"
"\core\event\course_viewed","1010","1723629358"
"\mod_workshop\event\course_module_viewed","1010","1723629359"
"\core\event\course_viewed","1010","1723629361"
"\gradereport_user\event\grade_report_viewed","1010","1723629364"
"\core\event\course_viewed","1010","1723629364"
"\core\event\course_viewed","1010","1723629366"
"\core\event\course_viewed","1010","1723629369"
"\core\event\course_viewed","1010","1723629372"
"\mod_workshop\event\course_module_viewed","1010","1723629468"
"\core\event\course_viewed","1010","1723634442"
"\core\event\course_viewed","1010","1723634443"
"\core\event\course_viewed","1010","1723715497"
"\mod_feedback\event\course_module_viewed","1010","1723715505"
"\mod_feedback\event\response_submitted","1010","1723715557"
"\core\event\course_viewed","1010","1723715561"
"\mod_forum\event\discussion_viewed","1010","1723715878"
"\core\event\course_viewed","1010","1723783265"
"\mod_workshop\event\course_module_viewed","1010","1723783267"
"\mod_workshop\event\submission_assessed","1010","1723783275"
"\mod_workshop\event\course_module_viewed","1010","1723783276"
"\core\event\course_viewed","1010","1723783278"
"\core\event\course_viewed","1010","1723783326"
"\core\event\course_viewed","1010","1723783360"
"\mod_resource\event\course_module_viewed","1010","1723783364"
"\core\event\course_viewed","1010","1723783428"
"\mod_workshop\event\course_module_viewed","1010","1723783433"
"\mod_workshop\event\submission_reassessed","1010","1723783433"
"\mod_workshop\event\course_module_viewed","1010","1723787757"
"\mod_workshop\event\assessable_uploaded","1010","1723787764"
"\mod_workshop\event\submission_viewed","1010","1723787771"
"\mod_workshop\event\submission_updated","1010","1723787772"
"\core\event\course_viewed","1010","1723817960"
"\mod_workshop\event\course_module_viewed","1010","1723817963"
"\core\event\course_viewed","1010","1723817964"
"\mod_workshop\event\course_module_viewed","1010","1723817968"
"\core\event\course_viewed","1010","1723817995"
"\mod_workshop\event\course_module_viewed","1010","1723818001"
"\core\event\course_viewed","1010","1723818123"
"\core\event\course_viewed","1010","1723818127"
"\core\event\course_viewed","1010","1723824231"
"\core\event\course_viewed","1010","1723824233"
"\core\event\course_viewed","1010","1723824236"
"\mod_resource\event\course_module_viewed","1010","1723824238"
"\mod_resource\event\course_module_viewed","1010","1723824239"
"\core\event\course_viewed","1010","1723826596"
"\mod_resource\event\course_module_viewed","1010","1723826605"
"\mod_resource\event\course_module_viewed","1010","1723826608"
"\core\event\course_viewed","1010","1723826638"
"\core\event\course_viewed","1010","1723826641"
"\mod_resource\event\course_module_viewed","1010","1723826646"
"\mod_quiz\event\course_module_viewed","1010","1723826678"
"\core\event\course_viewed","1010","1724048812"
"\core\event\course_viewed","1010","1724048814"
"\core\event\course_viewed","1010","1724048815"
"\core\event\course_viewed","1010","1724048816"
"\core\event\course_viewed","1010","1724048896"
"\mod_workshop\event\course_module_viewed","1010","1724048897"
"\mod_workshop\event\submission_viewed","1010","1724048906"
"\core\event\course_viewed","1010","1724048907"
"\core\event\course_viewed","1010","1724049407"
"\gradereport_user\event\grade_report_viewed","1010","1724049409"
"\core\event\course_viewed","1010","1724049411"
"\core\event\course_viewed","1010","1724049420"
"\core\event\course_viewed","1010","1724049477"
"\mod_workshop\event\course_module_viewed","1010","1724049480"
"\core\event\course_viewed","1010","1724049490"
"\core\event\course_viewed","1010","1724049493"
"\core\event\course_viewed","1010","1724049500"
"\mod_workshop\event\course_module_viewed","1010","1724049502"
"\core\event\course_viewed","1010","1724049503"
"\core\event\course_viewed","1010","1724049505"
"\core\event\course_viewed","1010","1724049515"
"\core\event\course_viewed","1010","1724049516"
"\core\event\course_viewed","1010","1724049517"
"\core\event\course_viewed","1010","1724049528"
"\core\event\course_viewed","1010","1724049550"
"\core\event\course_viewed","1010","1724049552"
"\core\event\course_viewed","1010","1724049555"
"\mod_workshop\event\course_module_viewed","1010","1724049558"
"\core\event\course_viewed","1010","1724049559"
"\core\event\course_viewed","1010","1724049560"
"\mod_workshop\event\course_module_viewed","1010","1724049562"
"\mod_workshop\event\course_module_viewed","1010","1724049563"
"\mod_workshop\event\submission_viewed","1010","1724049564"
"\core\event\course_viewed","1010","1724179903"
"\mod_resource\event\course_module_viewed","1010","1724179907"
"\core\event\course_viewed","1010","1724179909"
"\core\event\course_viewed","1010","1724180598"
"\core\event\course_viewed","1010","1724180599"
"\core\event\course_viewed","1010","1724180601"
"\core\event\course_viewed","1010","1724180701"
"\mod_quiz\event\attempt_updated","1010","1724180702"
"\core\event\course_viewed","1010","1724221252"
"\core\event\course_viewed","1010","1724222212"
"\core\event\course_viewed","1010","1724222213"
"\core\event\course_viewed","1010","1724222226"
"\core\event\course_viewed","1010","1724222274"
"\gradereport_user\event\grade_report_viewed","1010","1724222276"
"\core\event\course_viewed","1010","1724222436"
"\mod_resource\event\course_module_viewed","1010","1724222443"
"\core\event\course_viewed","1010","1724222447"
"\core\event\course_viewed","1010","1724222500"
"\mod_workshop\event\course_module_viewed","1010","1724222503"
"\core\event\course_viewed","1010","1724222505"
"\mod_workshop\event\course_module_viewed","1010","1724222508"
"\mod_workshop\event\submission_viewed","1010","1724223031"
"\core\event\course_viewed","1010","1724223357"
"\core\event\course_viewed","1010","1724223454"
"\core\event\course_viewed","1010","1724223457"
"\mod_workshop\event\course_module_viewed","1010","1724223462"
"\core\event\course_viewed","1010","1724223500"
"\core\event\course_viewed","1010","1724223524"
"\mod_workshop\event\course_module_viewed","1010","1724223533"
"\mod_workshop\event\submission_viewed","1010","1724223534"
"\mod_workshop\event\submission_viewed","1010","1724223548"
"\mod_workshop\event\submission_viewed","1010","1724223555"
"\core\event\course_viewed","1010","1724223711"
"\core\event\course_viewed","1010","1724223979"
"\mod_resource\event\course_module_viewed","1010","1724224040"
"\core\event\course_viewed","1010","1724284376"
"\mod_resource\event\course_module_viewed","1010","1724284391"
"\core\event\course_viewed","1010","1724284811"
"\mod_resource\event\course_module_viewed","1010","1724284825"
"\mod_workshop\event\course_module_viewed","1010","1724284827"
"\core\event\course_viewed","1010","1724284828"
"\mod_url\event\course_module_viewed","1010","1724284832"
"\core\event\course_viewed","1010","1724284841"
"\mod_workshop\event\course_module_viewed","1010","1724284845"
"\mod_workshop\event\submission_assessed","1010","1724285818"
"\mod_workshop\event\course_module_viewed","1010","1724285819"
"\core\event\course_viewed","1010","1724285821"
"\core\event\course_viewed","1010","1724285822"
"\core\event\course_viewed","1010","1724285824"
"\core\event\course_viewed","1010","1724285829"
"\core\event\user_graded","1010","1724288138"
"\mod_quiz\event\course_module_viewed","1010","1724288178"
"\mod_quiz\event\course_module_viewed","1010","1724292898"
"\core\event\course_viewed","1010","1724292901"
"\core\event\course_viewed","1010","1724292906"
"\core\event\course_viewed","1010","1724292908"
"\core\event\course_viewed","1010","1724292909"
"\mod_resource\event\course_module_viewed","1010","1724292912"
"\core\event\course_viewed","1010","1724294404"
"\core\event\course_viewed","1010","1724294406"
"\core\event\course_viewed","1010","1724294414"
"\core\event\course_viewed","1010","1724294423"
"\gradereport_user\event\grade_report_viewed","1010","1724294432"
"\mod_quiz\event\attempt_updated","1010","1724294476"
"\mod_quiz\event\attempt_updated","1010","1724294481"
"\mod_quiz\event\attempt_viewed","1010","1724294581"
"\mod_quiz\event\attempt_started","1010","1724294582"
"\core\event\course_viewed","1010","1724349807"
"\core\event\course_viewed","1010","1724349813"
"\mod_workshop\event\course_module_viewed","1010","1724349815"
"\mod_workshop\event\submission_assessed","1010","1724349985"
"\mod_workshop\event\submission_reassessed","1010","1724349987"
"\mod_workshop\event\course_module_viewed","1010","1724349989"
"\core\event\course_viewed","1010","1724349991"
"\core\event\course_viewed","1010","1724349993"
"\core\event\course_viewed","1010","1724349994"
"\core\event\course_viewed","1010","1724349995"
"\core\event\course_viewed","1010","1724396115"
"\core\event\course_viewed","1010","1724396117"
"\core\event\course_viewed","1010","1724396119"
"\mod_url\event\course_module_viewed","1010","1724396122"
"\core\event\course_viewed","1010","1724400037"
"\mod_workshop\event\course_module_viewed","1010","1724401899"
"\core\event\course_viewed","1010","1724512008"
"\core\event\course_viewed","1010","1724512033"
"\mod_workshop\event\course_module_viewed","1010","1724512042"
"\core\event\course_viewed","1010","1724512169"
"\core\event\course_viewed","1010","1724512171"
"\mod_resource\event\course_module_viewed","1010","1724516316"
"\core\event\course_viewed","1010","1724516330"
"\core\event\course_viewed","1010","1724516332"
"\mod_workshop\event\course_module_viewed","1010","1724516333"
"\core\event\course_viewed","1010","1724516336"
"\core\event\course_viewed","1010","1724516344"
"\mod_quiz\event\course_module_viewed","1010","1724516348"
"\core\event\course_viewed","1010","1724516354"
"\mod_url\event\course_module_viewed","1010","1724516356"
"\core\event\course_viewed","1010","1724516366"
"\mod_quiz\event\course_module_viewed","1010","1724516370"
"\mod_quiz\event\attempt_viewed","1010","1724516371"
"\mod_quiz\event\attempt_viewed","1010","1724516376"
"\mod_quiz\event\attempt_updated","1010","1724516443"
"\mod_quiz\event\attempt_viewed","1010","1724516444"
"\core\event\course_viewed","1010","1724559749"
"\core\event\course_viewed","1010","1724559751"
"\core\event\course_viewed","1010","1724559753"
"\core\event\course_viewed","1010","1724559756"
"\mod_resource\event\course_module_viewed","1010","1724559758"
"\core\event\course_viewed","1010","1724561419"
"\core\event\course_viewed","1010","1724561423"
"\core\event\course_viewed","1010","1724561425"
"\mod_workshop\event\course_module_viewed","1010","1724561427"
"\core\event\course_viewed","1010","1724561428"
"\core\event\course_viewed","1010","1724561430"
"\core\event\course_viewed","1010","1724561431"
"\mod_url\event\course_module_viewed","1010","1724561434"
"\mod_workshop\event\submission_assessed","1010","1724561630"
"\mod_workshop\event\submission_assessed","1010","1724561770"
"\core\event\course_viewed","1010","1724661020"
"\core\event\course_viewed","1010","1724661023"
"\core\event\course_viewed","1010","1724661024"
"\core\event\course_viewed","1010","1724661025"
"\mod_resource\event\course_module_viewed","1010","1724662859"
"\core\event\course_viewed","1010","1724662949"
"\core\event\course_viewed","1010","1724662951"
"\core\event\course_viewed","1010","1724668664"
"\mod_workshop\event\course_module_viewed","1010","1724668667"
"\core\event\course_viewed","1010","1724668684"
"\core\event\course_viewed","1010","1724668685"
"\core\event\course_viewed","1010","1724668686"
"\mod_workshop\event\course_module_viewed","1010","1724668689"
"\mod_workshop\event\submission_viewed","1010","1724668697"
"\mod_workshop\event\submission_updated","1010","1724668697"
"\mod_workshop\event\submission_viewed","1010","1724668728"
"\core\event\course_viewed","1010","1724672809"
"\gradereport_user\event\grade_report_viewed","1010","1724860619"
"\core\event\course_viewed","1010","1724862029"
"\mod_url\event\course_module_viewed","1010","1724862240"
"\core\event\course_viewed","1010","1724864745"
"\core\event\course_viewed","1010","1724864748"
"\core\event\course_viewed","1010","1724864750"
"\core\event\course_viewed","1010","1724864754"
"\mod_workshop\event\course_module_viewed","1010","1724864757"
"\core\event\course_viewed","1010","1724864794"
"\mod_resource\event\course_module_viewed","1010","1724864799"
"\mod_resource\event\course_module_viewed","1010","1724864809"
"\core\event\course_viewed","1010","1724865147"
"\core\event\course_viewed","1010","1724865149"
"\core\event\course_viewed","1010","1724865150"
"\core\event\course_viewed","1010","1724914266"
"\core\event\course_viewed","1010","1724914268"
"\core\event\course_viewed","1010","1724914272"
"\mod_resource\event\course_module_viewed","1010","1724914275"
"\core\event\course_viewed","1010","1724914451"
"\mod_resource\event\course_module_viewed","1010","1724914455"
"\core\event\course_viewed","1010","1724915575"
"\core\event\course_viewed","1010","1724915585"
"\mod_workshop\event\course_module_viewed","1010","1724915610"
"\mod_workshop\event\submission_viewed","1010","1724915614"
"\mod_workshop\event\submission_created","1010","1724915615"
"\mod_workshop\event\submission_updated","1010","1724915616"
"\mod_workshop\event\submission_created","1010","1724915918"
"\mod_workshop\event\submission_updated","1010","1724915919"
"\mod_workshop\event\assessable_uploaded","1010","1724915920"
"\mod_workshop\event\submission_created","1010","1724915921"
"\core\event\course_viewed","1010","1724915922"
"\core\event\course_viewed","1010","1724915925"
"\core\event\course_viewed","1010","1724916149"
"\mod_resource\event\course_module_viewed","1010","1724916158"
"\core\event\course_viewed","1010","1724916173"
"\mod_resource\event\course_module_viewed","1010","1724916176"
"\core\event\course_viewed","1010","1724916235"
"\core\event\course_viewed","1010","1724916237"
"\gradereport_user\event\grade_report_viewed","1010","1724916238"
"\mod_workshop\event\course_module_viewed","1010","1724916239"
"\mod_resource\event\course_module_viewed","1010","1724917123"
"\core\event\course_viewed","1010","1724917124"
"\mod_mail\event\course_module_viewed","1010","1724917134"
"\mod_resource\event\course_module_viewed","1010","1724917135"
"\core\event\course_viewed","1010","1724917906"
"\mod_url\event\course_module_viewed","1010","1724917910"
"\core\event\course_viewed","1010","1724918119"
"\mod_resource\event\course_module_viewed","1010","1724918121"
"\core\event\course_viewed","1010","1724918130"
"\core\event\course_viewed","1010","1724918133"
"\core\event\course_viewed","1010","1724918139"
"\core\event\course_viewed","1010","1724918141"
"\core\event\course_viewed","1010","1724918317"
"\core\event\course_viewed","1010","1725053121"
"\gradereport_user\event\grade_report_viewed","1010","1725053124"
"\core\event\course_viewed","1010","1725053128"
"\mod_workshop\event\course_module_viewed","1010","1725054727"
"\core\event\course_viewed","1010","1725917125"
"\core\event\course_viewed","1010","1725917141"
"\core\event\course_viewed","1010","1725917150"
"\core\event\course_viewed","1010","1725917152"
"\mod_resource\event\course_module_viewed","1010","1725917159"
"\core\event\course_viewed","1010","1725917284"
"\core\event\course_viewed","1010","1725917293"
"\core\event\course_viewed","1010","1725978350"
"\mod_resource\event\course_module_viewed","1010","1725978375"
"\core\event\course_viewed","1010","1725978638"
"\core\event\course_viewed","1010","1725978846"
"\mod_resource\event\course_module_viewed","1010","1725978849"
"\core\event\course_viewed","1010","1725978859"
"\mod_workshop\event\course_module_viewed","1010","1725978863"
"\core\event\course_viewed","1010","1725978866"
"\core\event\course_viewed","1010","1726078857"
"\core\event\course_viewed","1010","1726078863"
"\mod_forum\event\course_module_viewed","1010","1726078865"
"\mod_forum\event\discussion_viewed","1010","1726078869"
"\core\event\course_viewed","1010","1726110377"
"\mod_resource\event\course_module_viewed","1010","1726110383"
"\core\event\course_viewed","1010","1726110388"
"\core\event\course_viewed","1010","1726110390"
"\core\event\course_viewed","1010","1726110399"
"\core\event\course_viewed","1010","1726110402"
"\core\event\course_viewed","1010","1726110417"
"\mod_resource\event\course_module_viewed","1010","1726110422"
"\core\event\course_viewed","1010","1726110425"
"\core\event\course_viewed","1010","1726110425"
"\core\event\course_viewed","1010","1726110428"
"\core\event\course_viewed","1010","1726110431"
"\mod_workshop\event\course_module_viewed","1010","1726340433"
"\mod_workshop\event\submission_updated","1010","1726340514"
"\mod_workshop\event\submission_created","1010","1726340515"
"\mod_workshop\event\submission_viewed","1010","1726340516"
"\core\event\course_viewed","1010","1726415572"
